cause_id cause_name mapTarget
379 "Other maternal disorders" O3673X4
693 "Motor vehicle road injuries" V412XXD
711 "Non-venomous animal contact" W621XXD
379 "Other maternal disorders" O3673X5
693 "Motor vehicle road injuries" V412XXS
711 "Non-venomous animal contact" W621XXS
379 "Other maternal disorders" O3673X9
693 "Motor vehicle road injuries" V413
711 "Non-venomous animal contact" W629
379 "Other maternal disorders" O368
693 "Motor vehicle road injuries" V413XXA
379 "Other maternal disorders" O3680
693 "Motor vehicle road injuries" V413XXD
379 "Other maternal disorders" O3680X0
693 "Motor vehicle road injuries" V413XXS
379 "Other maternal disorders" O3680X1
693 "Motor vehicle road injuries" V414
379 "Other maternal disorders" O3680X2
693 "Motor vehicle road injuries" V414XXA
379 "Other maternal disorders" O3680X3
693 "Motor vehicle road injuries" V414XXD
379 "Other maternal disorders" O3680X4
693 "Motor vehicle road injuries" V414XXS
379 "Other maternal disorders" O3680X5
693 "Motor vehicle road injuries" V415
379 "Other maternal disorders" O3680X9
693 "Motor vehicle road injuries" V415XXA
379 "Other maternal disorders" O3681
693 "Motor vehicle road injuries" V415XXD
379 "Other maternal disorders" O36812
693 "Motor vehicle road injuries" V415XXS
379 "Other maternal disorders" O368120
693 "Motor vehicle road injuries" V416
379 "Other maternal disorders" O368121
693 "Motor vehicle road injuries" V416XXA
379 "Other maternal disorders" O368122
693 "Motor vehicle road injuries" V416XXD
379 "Other maternal disorders" O368123
693 "Motor vehicle road injuries" V416XXS
379 "Other maternal disorders" O368124
693 "Motor vehicle road injuries" V417
379 "Other maternal disorders" O368125
693 "Motor vehicle road injuries" V417XXA
379 "Other maternal disorders" O368129
693 "Motor vehicle road injuries" V417XXD
379 "Other maternal disorders" O36813
693 "Motor vehicle road injuries" V417XXS
379 "Other maternal disorders" O368130
693 "Motor vehicle road injuries" V419
379 "Other maternal disorders" O368131
693 "Motor vehicle road injuries" V419XXA
379 "Other maternal disorders" O368132
693 "Motor vehicle road injuries" V419XXD
379 "Other maternal disorders" O368133
693 "Motor vehicle road injuries" V419XXS
379 "Other maternal disorders" O368134
693 "Motor vehicle road injuries" V42
379 "Other maternal disorders" O368135
693 "Motor vehicle road injuries" V420
379 "Other maternal disorders" O368139
693 "Motor vehicle road injuries" V420XXA
379 "Other maternal disorders" O36819
693 "Motor vehicle road injuries" V420XXD
379 "Other maternal disorders" O368190
693 "Motor vehicle road injuries" V420XXS
379 "Other maternal disorders" O368191
693 "Motor vehicle road injuries" V421
379 "Other maternal disorders" O368192
693 "Motor vehicle road injuries" V421XXA
379 "Other maternal disorders" O368193
693 "Motor vehicle road injuries" V421XXD
379 "Other maternal disorders" O368194
693 "Motor vehicle road injuries" V421XXS
379 "Other maternal disorders" O368195
693 "Motor vehicle road injuries" V422
379 "Other maternal disorders" O368199
693 "Motor vehicle road injuries" V422XXA
379 "Other maternal disorders" O3682
693 "Motor vehicle road injuries" V422XXD
379 "Other maternal disorders" O36821
693 "Motor vehicle road injuries" V422XXS
379 "Other maternal disorders" O368210
693 "Motor vehicle road injuries" V423
379 "Other maternal disorders" O368211
693 "Motor vehicle road injuries" V423XXA
379 "Other maternal disorders" O368212
693 "Motor vehicle road injuries" V423XXD
379 "Other maternal disorders" O368213
693 "Motor vehicle road injuries" V423XXS
379 "Other maternal disorders" O368214
693 "Motor vehicle road injuries" V424
379 "Other maternal disorders" O368215
693 "Motor vehicle road injuries" V424XXA
379 "Other maternal disorders" O368219
693 "Motor vehicle road injuries" V424XXD
379 "Other maternal disorders" O36822
693 "Motor vehicle road injuries" V424XXS
379 "Other maternal disorders" O368220
693 "Motor vehicle road injuries" V425
379 "Other maternal disorders" O368221
693 "Motor vehicle road injuries" V425XXA
379 "Other maternal disorders" O368222
693 "Motor vehicle road injuries" V425XXD
379 "Other maternal disorders" O368223
693 "Motor vehicle road injuries" V425XXS
379 "Other maternal disorders" O368224
693 "Motor vehicle road injuries" V426
379 "Other maternal disorders" O368225
693 "Motor vehicle road injuries" V426XXA
379 "Other maternal disorders" O368229
693 "Motor vehicle road injuries" V426XXD
379 "Other maternal disorders" O36823
693 "Motor vehicle road injuries" V426XXS
379 "Other maternal disorders" O368230
693 "Motor vehicle road injuries" V427
379 "Other maternal disorders" O368231
693 "Motor vehicle road injuries" V427XXA
379 "Other maternal disorders" O368232
693 "Motor vehicle road injuries" V427XXD
379 "Other maternal disorders" O368233
693 "Motor vehicle road injuries" V427XXS
379 "Other maternal disorders" O368234
693 "Motor vehicle road injuries" V429
379 "Other maternal disorders" O368235
693 "Motor vehicle road injuries" V429XXA
379 "Other maternal disorders" O368239
693 "Motor vehicle road injuries" V429XXD
379 "Other maternal disorders" O36829
693 "Motor vehicle road injuries" V429XXS
379 "Other maternal disorders" O368290
693 "Motor vehicle road injuries" V43
379 "Other maternal disorders" O368291
693 "Motor vehicle road injuries" V430
379 "Other maternal disorders" O368292
693 "Motor vehicle road injuries" V4301
379 "Other maternal disorders" O368293
693 "Motor vehicle road injuries" V4301XA
379 "Other maternal disorders" O368294
693 "Motor vehicle road injuries" V4301XD
379 "Other maternal disorders" O368295
693 "Motor vehicle road injuries" V4301XS
379 "Other maternal disorders" O368299
693 "Motor vehicle road injuries" V4302
379 "Other maternal disorders" O3689
693 "Motor vehicle road injuries" V4302XA
379 "Other maternal disorders" O36891
693 "Motor vehicle road injuries" V4302XD
379 "Other maternal disorders" O368910
693 "Motor vehicle road injuries" V4302XS
379 "Other maternal disorders" O368911
693 "Motor vehicle road injuries" V4303
379 "Other maternal disorders" O368912
693 "Motor vehicle road injuries" V4303XA
379 "Other maternal disorders" O368913
693 "Motor vehicle road injuries" V4303XD
379 "Other maternal disorders" O368914
693 "Motor vehicle road injuries" V4303XS
379 "Other maternal disorders" O368915
693 "Motor vehicle road injuries" V4304
379 "Other maternal disorders" O368919
693 "Motor vehicle road injuries" V4304XA
379 "Other maternal disorders" O36892
693 "Motor vehicle road injuries" V4304XD
379 "Other maternal disorders" O368920
693 "Motor vehicle road injuries" V4304XS
379 "Other maternal disorders" O368921
693 "Motor vehicle road injuries" V431
379 "Other maternal disorders" O368922
693 "Motor vehicle road injuries" V4311
379 "Other maternal disorders" O368923
693 "Motor vehicle road injuries" V4311XA
379 "Other maternal disorders" O368924
693 "Motor vehicle road injuries" V4311XD
379 "Other maternal disorders" O368925
693 "Motor vehicle road injuries" V4311XS
379 "Other maternal disorders" O368929
693 "Motor vehicle road injuries" V4312
379 "Other maternal disorders" O36893
693 "Motor vehicle road injuries" V4312XA
379 "Other maternal disorders" O368930
693 "Motor vehicle road injuries" V4312XD
379 "Other maternal disorders" O368931
693 "Motor vehicle road injuries" V4312XS
379 "Other maternal disorders" O368932
693 "Motor vehicle road injuries" V4313
379 "Other maternal disorders" O368933
693 "Motor vehicle road injuries" V4313XA
379 "Other maternal disorders" O368934
693 "Motor vehicle road injuries" V4313XD
379 "Other maternal disorders" O368935
693 "Motor vehicle road injuries" V4313XS
379 "Other maternal disorders" O368939
693 "Motor vehicle road injuries" V4314
379 "Other maternal disorders" O36899
693 "Motor vehicle road injuries" V4314XA
379 "Other maternal disorders" O368990
693 "Motor vehicle road injuries" V4314XD
379 "Other maternal disorders" O368991
693 "Motor vehicle road injuries" V4314XS
379 "Other maternal disorders" O368992
693 "Motor vehicle road injuries" V432
379 "Other maternal disorders" O368993
693 "Motor vehicle road injuries" V4321
379 "Other maternal disorders" O368994
693 "Motor vehicle road injuries" V4321XA
379 "Other maternal disorders" O368995
693 "Motor vehicle road injuries" V4321XD
379 "Other maternal disorders" O368999
693 "Motor vehicle road injuries" V4321XS
379 "Other maternal disorders" O369
693 "Motor vehicle road injuries" V4322
693 "Motor vehicle road injuries" V4322XA
693 "Motor vehicle road injuries" V4322XD
693 "Motor vehicle road injuries" V4322XS
693 "Motor vehicle road injuries" V4323
693 "Motor vehicle road injuries" V4323XA
693 "Motor vehicle road injuries" V4323XD
693 "Motor vehicle road injuries" V4323XS
693 "Motor vehicle road injuries" V4324
693 "Motor vehicle road injuries" V4324XA
693 "Motor vehicle road injuries" V4324XD
693 "Motor vehicle road injuries" V4324XS
693 "Motor vehicle road injuries" V433
693 "Motor vehicle road injuries" V4331
693 "Motor vehicle road injuries" V4331XA
693 "Motor vehicle road injuries" V4331XD
693 "Motor vehicle road injuries" V4331XS
693 "Motor vehicle road injuries" V4332
693 "Motor vehicle road injuries" V4332XA
693 "Motor vehicle road injuries" V4332XD
693 "Motor vehicle road injuries" V4332XS
693 "Motor vehicle road injuries" V4333
693 "Motor vehicle road injuries" V4333XA
693 "Motor vehicle road injuries" V4333XD
693 "Motor vehicle road injuries" V4333XS
693 "Motor vehicle road injuries" V4334
693 "Motor vehicle road injuries" V4334XA
693 "Motor vehicle road injuries" V4334XD
693 "Motor vehicle road injuries" V4334XS
693 "Motor vehicle road injuries" V434
693 "Motor vehicle road injuries" V4341
693 "Motor vehicle road injuries" V4341XA
693 "Motor vehicle road injuries" V4341XD
693 "Motor vehicle road injuries" V4341XS
693 "Motor vehicle road injuries" V4342
693 "Motor vehicle road injuries" V4342XA
693 "Motor vehicle road injuries" V4342XD
693 "Motor vehicle road injuries" V4342XS
693 "Motor vehicle road injuries" V4343
693 "Motor vehicle road injuries" V4343XA
693 "Motor vehicle road injuries" V4343XD
693 "Motor vehicle road injuries" V4343XS
693 "Motor vehicle road injuries" V4344
693 "Motor vehicle road injuries" V4344XA
693 "Motor vehicle road injuries" V4344XD
693 "Motor vehicle road injuries" V4344XS
693 "Motor vehicle road injuries" V435
693 "Motor vehicle road injuries" V4351
693 "Motor vehicle road injuries" V4351XA
693 "Motor vehicle road injuries" V4351XD
693 "Motor vehicle road injuries" V4351XS
693 "Motor vehicle road injuries" V4352
693 "Motor vehicle road injuries" V4352XA
693 "Motor vehicle road injuries" V4352XD
693 "Motor vehicle road injuries" V4352XS
693 "Motor vehicle road injuries" V4353
693 "Motor vehicle road injuries" V4353XA
693 "Motor vehicle road injuries" V4353XD
693 "Motor vehicle road injuries" V4353XS
693 "Motor vehicle road injuries" V4354
693 "Motor vehicle road injuries" V4354XA
693 "Motor vehicle road injuries" V4354XD
693 "Motor vehicle road injuries" V4354XS
693 "Motor vehicle road injuries" V436
693 "Motor vehicle road injuries" V4361
693 "Motor vehicle road injuries" V4361XA
693 "Motor vehicle road injuries" V4361XD
693 "Motor vehicle road injuries" V4361XS
693 "Motor vehicle road injuries" V4362
693 "Motor vehicle road injuries" V4362XA
693 "Motor vehicle road injuries" V4362XD
693 "Motor vehicle road injuries" V4362XS
693 "Motor vehicle road injuries" V4363
693 "Motor vehicle road injuries" V4363XA
693 "Motor vehicle road injuries" V4363XD
693 "Motor vehicle road injuries" V4363XS
693 "Motor vehicle road injuries" V4364
693 "Motor vehicle road injuries" V4364XA
693 "Motor vehicle road injuries" V4364XD
693 "Motor vehicle road injuries" V4364XS
693 "Motor vehicle road injuries" V437
693 "Motor vehicle road injuries" V4371
693 "Motor vehicle road injuries" V4371XA
693 "Motor vehicle road injuries" V4371XD
693 "Motor vehicle road injuries" V4371XS
693 "Motor vehicle road injuries" V4372
693 "Motor vehicle road injuries" V4372XA
693 "Motor vehicle road injuries" V4372XD
693 "Motor vehicle road injuries" V4372XS
693 "Motor vehicle road injuries" V4373
693 "Motor vehicle road injuries" V4373XA
693 "Motor vehicle road injuries" V4373XD
693 "Motor vehicle road injuries" V4373XS
693 "Motor vehicle road injuries" V4374
693 "Motor vehicle road injuries" V4374XA
693 "Motor vehicle road injuries" V4374XD
693 "Motor vehicle road injuries" V4374XS
693 "Motor vehicle road injuries" V439
693 "Motor vehicle road injuries" V4391
693 "Motor vehicle road injuries" V4391XA
693 "Motor vehicle road injuries" V4391XD
693 "Motor vehicle road injuries" V4391XS
693 "Motor vehicle road injuries" V4392
693 "Motor vehicle road injuries" V4392XA
693 "Motor vehicle road injuries" V4392XD
693 "Motor vehicle road injuries" V4392XS
693 "Motor vehicle road injuries" V4393
693 "Motor vehicle road injuries" V4393XA
693 "Motor vehicle road injuries" V4393XD
693 "Motor vehicle road injuries" V4393XS
693 "Motor vehicle road injuries" V4394
693 "Motor vehicle road injuries" V4394XA
693 "Motor vehicle road injuries" V4394XD
693 "Motor vehicle road injuries" V4394XS
693 "Motor vehicle road injuries" V44
693 "Motor vehicle road injuries" V440
693 "Motor vehicle road injuries" V440XXA
693 "Motor vehicle road injuries" V440XXD
693 "Motor vehicle road injuries" V440XXS
693 "Motor vehicle road injuries" V441
693 "Motor vehicle road injuries" V441XXA
693 "Motor vehicle road injuries" V441XXD
693 "Motor vehicle road injuries" V441XXS
693 "Motor vehicle road injuries" V442
693 "Motor vehicle road injuries" V442XXA
693 "Motor vehicle road injuries" V442XXD
693 "Motor vehicle road injuries" V442XXS
693 "Motor vehicle road injuries" V443
693 "Motor vehicle road injuries" V443XXA
693 "Motor vehicle road injuries" V443XXD
693 "Motor vehicle road injuries" V443XXS
693 "Motor vehicle road injuries" V444
693 "Motor vehicle road injuries" V444XXA
693 "Motor vehicle road injuries" V444XXD
693 "Motor vehicle road injuries" V444XXS
693 "Motor vehicle road injuries" V445
693 "Motor vehicle road injuries" V445XXA
693 "Motor vehicle road injuries" V445XXD
693 "Motor vehicle road injuries" V445XXS
693 "Motor vehicle road injuries" V446
693 "Motor vehicle road injuries" V446XXA
693 "Motor vehicle road injuries" V446XXD
693 "Motor vehicle road injuries" V446XXS
693 "Motor vehicle road injuries" V447
693 "Motor vehicle road injuries" V447XXA
693 "Motor vehicle road injuries" V447XXD
693 "Motor vehicle road injuries" V447XXS
693 "Motor vehicle road injuries" V449
693 "Motor vehicle road injuries" V449XXA
693 "Motor vehicle road injuries" V449XXD
693 "Motor vehicle road injuries" V449XXS
693 "Motor vehicle road injuries" V45
693 "Motor vehicle road injuries" V450
693 "Motor vehicle road injuries" V450XXA
693 "Motor vehicle road injuries" V450XXD
693 "Motor vehicle road injuries" V450XXS
693 "Motor vehicle road injuries" V451
693 "Motor vehicle road injuries" V451XXA
693 "Motor vehicle road injuries" V451XXD
693 "Motor vehicle road injuries" V451XXS
693 "Motor vehicle road injuries" V452
693 "Motor vehicle road injuries" V452XXA
693 "Motor vehicle road injuries" V452XXD
693 "Motor vehicle road injuries" V452XXS
693 "Motor vehicle road injuries" V453
693 "Motor vehicle road injuries" V453XXA
693 "Motor vehicle road injuries" V453XXD
693 "Motor vehicle road injuries" V453XXS
693 "Motor vehicle road injuries" V454
693 "Motor vehicle road injuries" V454XXA
693 "Motor vehicle road injuries" V454XXD
693 "Motor vehicle road injuries" V454XXS
693 "Motor vehicle road injuries" V455
693 "Motor vehicle road injuries" V455XXA
693 "Motor vehicle road injuries" V455XXD
693 "Motor vehicle road injuries" V455XXS
693 "Motor vehicle road injuries" V456
693 "Motor vehicle road injuries" V456XXA
693 "Motor vehicle road injuries" V456XXD
693 "Motor vehicle road injuries" V456XXS
693 "Motor vehicle road injuries" V457
693 "Motor vehicle road injuries" V457XXA
693 "Motor vehicle road injuries" V457XXD
693 "Motor vehicle road injuries" V457XXS
693 "Motor vehicle road injuries" V459
693 "Motor vehicle road injuries" V459XXA
693 "Motor vehicle road injuries" V459XXD
693 "Motor vehicle road injuries" V459XXS
693 "Motor vehicle road injuries" V46
693 "Motor vehicle road injuries" V460
693 "Motor vehicle road injuries" V460XXA
693 "Motor vehicle road injuries" V460XXD
693 "Motor vehicle road injuries" V460XXS
693 "Motor vehicle road injuries" V461
693 "Motor vehicle road injuries" V461XXA
693 "Motor vehicle road injuries" V461XXD
693 "Motor vehicle road injuries" V461XXS
693 "Motor vehicle road injuries" V462
693 "Motor vehicle road injuries" V462XXA
693 "Motor vehicle road injuries" V462XXD
693 "Motor vehicle road injuries" V462XXS
693 "Motor vehicle road injuries" V463
693 "Motor vehicle road injuries" V463XXA
693 "Motor vehicle road injuries" V463XXD
693 "Motor vehicle road injuries" V463XXS
693 "Motor vehicle road injuries" V464
693 "Motor vehicle road injuries" V464XXA
693 "Motor vehicle road injuries" V464XXD
693 "Motor vehicle road injuries" V464XXS
693 "Motor vehicle road injuries" V465
693 "Motor vehicle road injuries" V465XXA
693 "Motor vehicle road injuries" V465XXD
693 "Motor vehicle road injuries" V465XXS
693 "Motor vehicle road injuries" V466
693 "Motor vehicle road injuries" V466XXA
693 "Motor vehicle road injuries" V466XXD
693 "Motor vehicle road injuries" V466XXS
693 "Motor vehicle road injuries" V467
693 "Motor vehicle road injuries" V467XXA
693 "Motor vehicle road injuries" V467XXD
693 "Motor vehicle road injuries" V467XXS
693 "Motor vehicle road injuries" V469
693 "Motor vehicle road injuries" V469XXA
693 "Motor vehicle road injuries" V469XXD
693 "Motor vehicle road injuries" V469XXS
693 "Motor vehicle road injuries" V47
693 "Motor vehicle road injuries" V470
693 "Motor vehicle road injuries" V4701
693 "Motor vehicle road injuries" V4701XA
693 "Motor vehicle road injuries" V4701XD
693 "Motor vehicle road injuries" V4701XS
693 "Motor vehicle road injuries" V4702
693 "Motor vehicle road injuries" V4702XA
693 "Motor vehicle road injuries" V4702XD
693 "Motor vehicle road injuries" V4702XS
693 "Motor vehicle road injuries" V471
693 "Motor vehicle road injuries" V4711
693 "Motor vehicle road injuries" V4711XA
693 "Motor vehicle road injuries" V4711XD
693 "Motor vehicle road injuries" V4711XS
693 "Motor vehicle road injuries" V4712
693 "Motor vehicle road injuries" V4712XA
693 "Motor vehicle road injuries" V4712XD
693 "Motor vehicle road injuries" V4712XS
693 "Motor vehicle road injuries" V472
693 "Motor vehicle road injuries" V472XXA
693 "Motor vehicle road injuries" V472XXD
693 "Motor vehicle road injuries" V472XXS
693 "Motor vehicle road injuries" V473
693 "Motor vehicle road injuries" V4731
693 "Motor vehicle road injuries" V4731XA
693 "Motor vehicle road injuries" V4731XD
693 "Motor vehicle road injuries" V4731XS
693 "Motor vehicle road injuries" V4732
693 "Motor vehicle road injuries" V4732XA
693 "Motor vehicle road injuries" V4732XD
693 "Motor vehicle road injuries" V4732XS
693 "Motor vehicle road injuries" V474
693 "Motor vehicle road injuries" V474XXA
693 "Motor vehicle road injuries" V474XXD
693 "Motor vehicle road injuries" V474XXS
693 "Motor vehicle road injuries" V475
693 "Motor vehicle road injuries" V4751
693 "Motor vehicle road injuries" V4751XA
693 "Motor vehicle road injuries" V4751XD
693 "Motor vehicle road injuries" V4751XS
693 "Motor vehicle road injuries" V4752
693 "Motor vehicle road injuries" V4752XA
693 "Motor vehicle road injuries" V4752XD
693 "Motor vehicle road injuries" V4752XS
693 "Motor vehicle road injuries" V476
693 "Motor vehicle road injuries" V4761
693 "Motor vehicle road injuries" V4761XA
693 "Motor vehicle road injuries" V4761XD
693 "Motor vehicle road injuries" V4761XS
693 "Motor vehicle road injuries" V4762
693 "Motor vehicle road injuries" V4762XA
693 "Motor vehicle road injuries" V4762XD
693 "Motor vehicle road injuries" V4762XS
693 "Motor vehicle road injuries" V477
693 "Motor vehicle road injuries" V477XXA
693 "Motor vehicle road injuries" V477XXD
693 "Motor vehicle road injuries" V477XXS
693 "Motor vehicle road injuries" V479
693 "Motor vehicle road injuries" V4791
693 "Motor vehicle road injuries" V4791XA
693 "Motor vehicle road injuries" V4791XD
693 "Motor vehicle road injuries" V4791XS
693 "Motor vehicle road injuries" V4792
693 "Motor vehicle road injuries" V4792XA
693 "Motor vehicle road injuries" V4792XD
693 "Motor vehicle road injuries" V4792XS
693 "Motor vehicle road injuries" V48
693 "Motor vehicle road injuries" V480
693 "Motor vehicle road injuries" V480XXA
693 "Motor vehicle road injuries" V480XXD
693 "Motor vehicle road injuries" V480XXS
693 "Motor vehicle road injuries" V481
693 "Motor vehicle road injuries" V481XXA
693 "Motor vehicle road injuries" V481XXD
693 "Motor vehicle road injuries" V481XXS
693 "Motor vehicle road injuries" V482
693 "Motor vehicle road injuries" V482XXA
693 "Motor vehicle road injuries" V482XXD
693 "Motor vehicle road injuries" V482XXS
693 "Motor vehicle road injuries" V483
693 "Motor vehicle road injuries" V483XXA
693 "Motor vehicle road injuries" V483XXD
693 "Motor vehicle road injuries" V483XXS
693 "Motor vehicle road injuries" V484
693 "Motor vehicle road injuries" V484XXA
693 "Motor vehicle road injuries" V484XXD
693 "Motor vehicle road injuries" V484XXS
693 "Motor vehicle road injuries" V485
693 "Motor vehicle road injuries" V485XXA
693 "Motor vehicle road injuries" V485XXD
693 "Motor vehicle road injuries" V485XXS
693 "Motor vehicle road injuries" V486
693 "Motor vehicle road injuries" V486XXA
693 "Motor vehicle road injuries" V486XXD
693 "Motor vehicle road injuries" V486XXS
693 "Motor vehicle road injuries" V487
693 "Motor vehicle road injuries" V487XXA
693 "Motor vehicle road injuries" V487XXD
693 "Motor vehicle road injuries" V487XXS
693 "Motor vehicle road injuries" V489
693 "Motor vehicle road injuries" V489XXA
693 "Motor vehicle road injuries" V489XXD
693 "Motor vehicle road injuries" V489XXS
693 "Motor vehicle road injuries" V49
693 "Motor vehicle road injuries" V490
693 "Motor vehicle road injuries" V4900
693 "Motor vehicle road injuries" V4900XA
693 "Motor vehicle road injuries" V4900XD
693 "Motor vehicle road injuries" V4900XS
693 "Motor vehicle road injuries" V4909
693 "Motor vehicle road injuries" V4909XA
693 "Motor vehicle road injuries" V4909XD
693 "Motor vehicle road injuries" V4909XS
693 "Motor vehicle road injuries" V491
693 "Motor vehicle road injuries" V4910
693 "Motor vehicle road injuries" V4910XA
693 "Motor vehicle road injuries" V4910XD
693 "Motor vehicle road injuries" V4910XS
693 "Motor vehicle road injuries" V4919
693 "Motor vehicle road injuries" V4919XA
693 "Motor vehicle road injuries" V4919XD
693 "Motor vehicle road injuries" V4919XS
693 "Motor vehicle road injuries" V492
693 "Motor vehicle road injuries" V4920
693 "Motor vehicle road injuries" V4920XA
693 "Motor vehicle road injuries" V4920XD
693 "Motor vehicle road injuries" V4920XS
693 "Motor vehicle road injuries" V4929
693 "Motor vehicle road injuries" V4929XA
693 "Motor vehicle road injuries" V4929XD
693 "Motor vehicle road injuries" V4929XS
693 "Motor vehicle road injuries" V493
693 "Motor vehicle road injuries" V493XXA
693 "Motor vehicle road injuries" V493XXD
693 "Motor vehicle road injuries" V493XXS
693 "Motor vehicle road injuries" V494
693 "Motor vehicle road injuries" V4940
693 "Motor vehicle road injuries" V4940XA
693 "Motor vehicle road injuries" V4940XD
693 "Motor vehicle road injuries" V4940XS
693 "Motor vehicle road injuries" V4949
693 "Motor vehicle road injuries" V4949XA
693 "Motor vehicle road injuries" V4949XD
693 "Motor vehicle road injuries" V4949XS
693 "Motor vehicle road injuries" V495
693 "Motor vehicle road injuries" V4950
693 "Motor vehicle road injuries" V4950XA
693 "Motor vehicle road injuries" V4950XD
693 "Motor vehicle road injuries" V4950XS
693 "Motor vehicle road injuries" V4959
693 "Motor vehicle road injuries" V4959XA
693 "Motor vehicle road injuries" V4959XD
693 "Motor vehicle road injuries" V4959XS
693 "Motor vehicle road injuries" V496
693 "Motor vehicle road injuries" V4960
693 "Motor vehicle road injuries" V4960XA
693 "Motor vehicle road injuries" V4960XD
693 "Motor vehicle road injuries" V4960XS
693 "Motor vehicle road injuries" V4969
693 "Motor vehicle road injuries" V4969XA
693 "Motor vehicle road injuries" V4969XD
693 "Motor vehicle road injuries" V4969XS
693 "Motor vehicle road injuries" V498
693 "Motor vehicle road injuries" V4981
693 "Motor vehicle road injuries" V4981XA
693 "Motor vehicle road injuries" V4981XD
693 "Motor vehicle road injuries" V4981XS
693 "Motor vehicle road injuries" V4988
693 "Motor vehicle road injuries" V4988XA
693 "Motor vehicle road injuries" V4988XD
693 "Motor vehicle road injuries" V4988XS
693 "Motor vehicle road injuries" V499
693 "Motor vehicle road injuries" V499XXA
693 "Motor vehicle road injuries" V499XXD
693 "Motor vehicle road injuries" V499XXS
693 "Motor vehicle road injuries" V50
693 "Motor vehicle road injuries" V500
693 "Motor vehicle road injuries" V500XXA
693 "Motor vehicle road injuries" V500XXD
693 "Motor vehicle road injuries" V500XXS
693 "Motor vehicle road injuries" V501
693 "Motor vehicle road injuries" V501XXA
693 "Motor vehicle road injuries" V501XXD
693 "Motor vehicle road injuries" V501XXS
693 "Motor vehicle road injuries" V502
693 "Motor vehicle road injuries" V502XXA
693 "Motor vehicle road injuries" V502XXD
693 "Motor vehicle road injuries" V502XXS
693 "Motor vehicle road injuries" V503
693 "Motor vehicle road injuries" V503XXA
693 "Motor vehicle road injuries" V503XXD
693 "Motor vehicle road injuries" V503XXS
693 "Motor vehicle road injuries" V504
693 "Motor vehicle road injuries" V504XXA
693 "Motor vehicle road injuries" V504XXD
693 "Motor vehicle road injuries" V504XXS
693 "Motor vehicle road injuries" V505
693 "Motor vehicle road injuries" V505XXA
693 "Motor vehicle road injuries" V505XXD
693 "Motor vehicle road injuries" V505XXS
693 "Motor vehicle road injuries" V506
693 "Motor vehicle road injuries" V506XXA
693 "Motor vehicle road injuries" V506XXD
693 "Motor vehicle road injuries" V506XXS
693 "Motor vehicle road injuries" V507
693 "Motor vehicle road injuries" V507XXA
693 "Motor vehicle road injuries" V507XXD
693 "Motor vehicle road injuries" V507XXS
693 "Motor vehicle road injuries" V509
693 "Motor vehicle road injuries" V509XXA
693 "Motor vehicle road injuries" V509XXD
693 "Motor vehicle road injuries" V509XXS
693 "Motor vehicle road injuries" V51
693 "Motor vehicle road injuries" V510
693 "Motor vehicle road injuries" V510XXA
693 "Motor vehicle road injuries" V510XXD
693 "Motor vehicle road injuries" V510XXS
693 "Motor vehicle road injuries" V511
693 "Motor vehicle road injuries" V511XXA
693 "Motor vehicle road injuries" V511XXD
693 "Motor vehicle road injuries" V511XXS
693 "Motor vehicle road injuries" V512
693 "Motor vehicle road injuries" V512XXA
693 "Motor vehicle road injuries" V512XXD
693 "Motor vehicle road injuries" V512XXS
693 "Motor vehicle road injuries" V513
693 "Motor vehicle road injuries" V513XXA
693 "Motor vehicle road injuries" V513XXD
693 "Motor vehicle road injuries" V513XXS
693 "Motor vehicle road injuries" V514
693 "Motor vehicle road injuries" V514XXA
693 "Motor vehicle road injuries" V514XXD
693 "Motor vehicle road injuries" V514XXS
693 "Motor vehicle road injuries" V515
693 "Motor vehicle road injuries" V515XXA
693 "Motor vehicle road injuries" V515XXD
693 "Motor vehicle road injuries" V515XXS
693 "Motor vehicle road injuries" V516
693 "Motor vehicle road injuries" V516XXA
693 "Motor vehicle road injuries" V516XXD
693 "Motor vehicle road injuries" V516XXS
693 "Motor vehicle road injuries" V517
693 "Motor vehicle road injuries" V517XXA
693 "Motor vehicle road injuries" V517XXD
693 "Motor vehicle road injuries" V517XXS
693 "Motor vehicle road injuries" V519
693 "Motor vehicle road injuries" V519XXA
693 "Motor vehicle road injuries" V519XXD
693 "Motor vehicle road injuries" V519XXS
693 "Motor vehicle road injuries" V52
693 "Motor vehicle road injuries" V520
693 "Motor vehicle road injuries" V520XXA
693 "Motor vehicle road injuries" V520XXD
693 "Motor vehicle road injuries" V520XXS
693 "Motor vehicle road injuries" V521
693 "Motor vehicle road injuries" V521XXA
693 "Motor vehicle road injuries" V521XXD
693 "Motor vehicle road injuries" V521XXS
693 "Motor vehicle road injuries" V522
693 "Motor vehicle road injuries" V522XXA
693 "Motor vehicle road injuries" V522XXD
693 "Motor vehicle road injuries" V522XXS
693 "Motor vehicle road injuries" V523
693 "Motor vehicle road injuries" V523XXA
693 "Motor vehicle road injuries" V523XXD
693 "Motor vehicle road injuries" V523XXS
693 "Motor vehicle road injuries" V524
693 "Motor vehicle road injuries" V524XXA
693 "Motor vehicle road injuries" V524XXD
693 "Motor vehicle road injuries" V524XXS
693 "Motor vehicle road injuries" V525
693 "Motor vehicle road injuries" V525XXA
693 "Motor vehicle road injuries" V525XXD
693 "Motor vehicle road injuries" V525XXS
693 "Motor vehicle road injuries" V526
693 "Motor vehicle road injuries" V526XXA
